case,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,g0,g1,g2,g3,h00,h01,h02,h03,h10,h11,h12,h13,h20,h21,h22,h23,h30,h31,h32,h33,sample_0_t,sample_0_x,sample_0_y,sample_1_t,sample_1_x,sample_1_y,sample_2_t,sample_2_x,sample_2_y,sample_3_t,sample_3_x,sample_3_y,sample_4_t,sample_4_x,sample_4_y,sample_5_t,sample_5_x,sample_5_y,sample_6_t,sample_6_x,sample_6_y,sample_7_t,sample_7_x,sample_7_y
34,-66.74507766711761,-97.93267014907427,-55.312041361143116,54.12893550562546,-55.85825375542433,44.0938789447934,40.542770017465756,19.32049835777363,-309.76328358872814,82.14784131343924,-267.7428186129052,169.91046083206834,0.9140766249768754,0.0,1.0318758066665759,0.0,0.0,0.9140766249768754,0.0,1.0318758066665759,1.0318758066665759,0.0,1.6788207625665559,0.0,0.0,1.0318758066665759,0.0,1.6788207625665559,0.11801815677019034,96.58468111821384,-63.07506706816399,0.7740974832384603,-4.363196942586882,-41.158324319321494,0.94832790991765,77.69167066666759,-70.65113023513732,0.4803882269362466,81.76165970920678,-28.540459484961914,0.9949000010262349,-25.733917623574087,7.45840082697417,0.6036236401475074,8.352799404953217,52.504272708004606,0.5408612089294739,99.98003679188366,15.184926647266366,0.7580565203047643,-21.031590099073583,-26.804008587216828
35,-34.588516377981506,98.31582253933925,49.665686957282304,46.702441551300325,54.3503427807419,66.39424216467421,52.674093091532,95.56050915342831,-90.9759924484409,295.97125282720947,4.789955438237328,225.65921377300953,1.3685026122103094,0.0,1.0341964715386145,0.0,0.0,1.3685026122103094,0.0,1.0341964715386145,1.0341964715386145,0.0,1.2123531189360666,0.0,0.0,1.0341964715386145,0.0,1.2123531189360666,0.5179763156632486,99.58181048464431,-5.758376661954756,0.5445699109508686,38.37879085286667,36.02025390910657,0.1894899808185847,88.38411276703928,-55.479150280895006,0.29830415260474497,58.74692489046319,1.098338114939665,0.07229413198713575,-28.142597631306955,-45.51921748155168,0.9855456736061933,72.7467706612349,60.29374593506347,0.6240429219215314,-19.728505822879413,60.03176900727999,0.9056991699934299,20.92095320127696,-84.07473611321603
36,3.5802661421627846,-30.106088874449128,-93.88606152512935,88.69862522246706,83.52345502869218,81.80023234976869,28.251071329016042,93.0196171683695,-116.7188700803874,120.90907687373979,-32.4568143635766,175.7619129414928,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,-17.663924932824955,-41.22563914559778,1.0,-70.81848210162713,-70.18326777015636,0.5,65.0996623598881,-5.3168773609508975,0.5,4.303641322035375,-66.81550787093286,0.25,69.1441112470259,98.40289237407737,0.75,-20.736157778271888,48.96638444918733,0.0,0.8237181098083681,-46.35057877540136,1.0,59.42600639164041,-91.6571094813444
37,51.33551182671755,-86.1213699352454,39.519582775213564,-41.95524566880753,-87.49827265452743,-35.22456997148009,-46.43200548787436,-30.340775827403263,-0.238055819943877,-0.13227734674863165,-23.567526174443802,-13.095457328114522,1.1411344000000006e-05,0.0,0.00013972305600000036,0.0,0.0,1.1411344000000006e-05,0.0,0.00013972305600000036,0.00013972305600000036,0.0,0.013842582544000021,0.0,0.0,0.00013972305600000036,0.0,0.013842582544000021,0.99,89.17391876815816,-24.92159236721436,0.99,-78.18349009698622,-1.3164981843260648,0.99,40.64870033880641,96.81611943069214,0.99,-80.37691169686406,-37.57202041488388,0.99,-2.1076560988556423,91.53845125786003,0.99,19.661993161816312,-73.32665175579893,0.99,-58.25220195371643,-92.70513136260176,0.99,89.29220880337928,20.273424898661304
38,6.401952735761654,39.48878168790796,-87.7383714059034,51.11406915293071,18.837029817610045,-61.06440617432436,-87.74388405325189,5.125525071328525,-164.65088506858808,71.84260897028682,-152.85357091833433,-38.57002383394537,1.1698541734927759,0.0,0.9942146335417811,0.0,0.0,1.1698541734927759,0.0,0.9942146335417811,0.9942146335417811,0.0,1.3336559143752607,0.0,0.0,0.9942146335417811,0.0,1.3336559143752607,0.9240144561022023,71.42683015883199,59.46162990772979,0.005715564146545504,81.54019488608046,18.628106237040058,0.1969902907285348,54.22745763295865,-34.71229665461952,0.6815620807866236,-19.988266704664937,-61.41834352498028,0.5348988433302369,-2.9478418523925427,64.21411241382597,0.6363406585527303,-17.21620400859925,61.863391771309495,0.05025185247084751,44.40545780676334,35.25765409696103,0.3733803582285061,9.786734362799649,-76.852191441108
39,3.237389770535131,-43.51831749097743,97.98602683034844,-46.75585495321213,-64.14825837607032,-53.166094625749324,-92.56514708473271,-84.22851395584487,41.09086412006821,-96.04996578449664,-57.94142979496186,-156.00647163128275,1.76117331241004,0.0,1.0421721629282084,0.0,0.0,1.76117331241004,0.0,1.0421721629282084,1.0421721629282084,0.0,1.1873044416618455,0.0,0.0,1.0421721629282084,0.0,1.1873044416618455,0.24919704711175272,70.93710590236824,-34.94358379166458,0.21732915956317278,-8.885783294056736,-74.90223414603716,0.8679854941104985,-12.54482830615072,46.48354323284582,0.09893848607880207,-76.44822202228423,-24.46087018127234,0.2686454558032667,-21.493251556783278,-4.834515694808857,0.768497992019948,-81.6952020966013,-26.90963674053164,0.524279011885022,87.45530852776301,-32.88363182200946,0.4725587569295998,-6.3315498799754835,-18.615443975860927
40,30.020444328144208,-32.29128537562627,66.50839461036938,84.6076833361276,-85.92986509624032,97.88017363929359,98.26504726537547,64.25845015378653,140.52714931614656,239.9925444860967,44.38221475691121,323.84724326548917,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,-48.956451750149284,-29.0273068088229,1.0,64.5682246650494,-56.24860273672556,0.5,-70.30230066505601,-54.150936709670376,0.5,28.54818362047203,-91.70179679064228,0.25,-97.96323757675742,54.588411845410405,0.75,57.81219992931611,-51.53039025025355,0.0,-64.89313408499082,23.312027716134168,1.0,7.070876562101901,-42.72866238440687
41,17.796877519469703,65.52817619795528,-38.04702222295311,-83.0747770271351,-11.546177289257315,0.7267632656001268,98.23928007987786,75.02735457006787,0.5602464130232507,0.3330648911674519,55.46439488930177,32.97342422557771,1.1411344000000006e-05,0.0,0.00013972305600000036,0.0,0.0,1.1411344000000006e-05,0.0,0.00013972305600000036,0.00013972305600000036,0.0,0.013842582544000021,0.0,0.0,0.00013972305600000036,0.0,0.013842582544000021,0.99,-33.76877272422958,-49.434120424551686,0.99,-37.83435342566004,-89.22400610308061,0.99,-68.7564037008585,89.741995590568,0.99,80.24583431433555,-11.73548015038935,0.99,18.243287893235376,64.59355111546188,0.99,-86.3175794854469,-75.96136363212756,0.99,39.01903997354387,10.397355044513262,0.99,-94.24122592400677,83.2725911773357
42,-97.97715731899173,54.08044547737387,70.44235415787773,88.38083139622748,33.52066464057992,-64.9853154586178,67.68124910031585,-36.17095211635326,25.533887648675403,32.99050129569187,225.31929047170235,-18.52271534261461,0.8074020012776317,0.0,0.6353747583774779,0.0,0.0,0.8074020012776317,0.0,0.6353747583774779,0.6353747583774779,0.0,1.3054793799664843,0.0,0.0,0.6353747583774779,0.0,1.3054793799664843,0.8944476342487082,44.64888504612904,-83.4392853453173,0.10540671343843266,-68.42589158306734,-47.010237067465475,0.676721451266102,-66.26316375605762,-80.20486068832868,0.1831736913487232,-14.522979229144624,97.96888388898256,0.7332856183039411,-58.35666432000461,45.59216087785592,0.6602568132386862,8.718079350130537,18.346744364999125,0.11132365105009001,94.99685025464166,78.68553244732342,0.04133391698578215,-76.20126528872903,-77.61125668386666
43,-15.787384971519899,27.123399716856753,-47.36486317985638,-63.29826841025754,68.57525870313484,-38.209096799283145,95.0010440286585,44.12564178336228,151.21080884313488,5.49237491449084,160.0206886352762,70.70637282911848,1.347033277123202,0.0,0.8889857077548596,0.0,0.0,1.347033277123202,0.0,0.8889857077548596,0.8889857077548596,0.0,0.8484167351309373,0.0,0.0,0.8889857077548596,0.0,0.8484167351309373,0.013741675100275685,39.82634561250876,-6.998585681596836,0.953224636417454,30.820837715537863,-66.45287387078298,0.39881965178070644,-83.48199040852708,-36.60549563700213,0.2628902830527383,-76.06817296126967,51.814304262682356,0.36581936770328594,38.20668144333405,-76.81367402168533,0.8971164333943276,66.9224943307359,5.769117605400481,0.9771409165820985,28.527409970287778,-60.66117821347752,0.560276758696113,-69.27465102335695,-48.97516780640867
44,22.001758943966806,-10.821365778388198,50.07000111852108,43.472174244892216,-14.318517628271678,53.71951710262758,86.9950576224185,-90.73313710767263,-51.83349404542154,33.72816077333863,46.52945224417842,49.43876615721318,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,-86.26993423827332,0.052407793634799305,1.0,75.84038900016111,-92.1480209913468,0.5,32.46623609106683,-68.51905832517218,0.5,65.3685910487302,48.371600833013275,0.25,90.36077170342446,42.014799095554935,0.75,-76.21243167638991,-15.49725795511688,0.0,36.42990159779819,42.34050027413031,1.0,35.02398595108386,26.62173959706618
45,-5.155157471063276,-20.098611881778055,-28.599462594981006,-50.29107925045084,-37.503616488257286,19.583551899032187,21.17132516290978,11.063751713231554,0.02411484633099373,0.10738773013368684,2.387369786768377,10.631385283234987,1.1411344000000006e-05,0.0,0.00013972305600000036,0.0,0.0,1.1411344000000006e-05,0.0,0.00013972305600000036,0.00013972305600000036,0.0,0.013842582544000021,0.0,0.0,0.00013972305600000036,0.0,0.013842582544000021,0.99,22.2825341419951,33.17750864932444,0.99,79.60465430573925,-77.92449787725724,0.99,-22.256463724027626,-17.758988091801015,0.99,27.02090704536029,-20.117594854227022,0.99,-22.142209885645144,-38.20206835252198,0.99,52.16407041689942,-97.00509051603963,0.99,35.037238390260484,52.420720474059834,0.99,-56.85773426144374,74.99063290845541
46,7.493735756983227,-28.266174288087,-40.431498301204,49.79227600735311,-64.33949889237311,95.02220109884186,97.20502877130545,-83.77089115375284,11.766778573891244,72.43291763297684,52.537341854274786,23.362227298540624,0.8865048893585892,0.0,0.8859249992657706,0.0,0.0,0.8865048893585892,0.0,0.8859249992657706,0.8859249992657706,0.0,1.4589919166040441,0.0,0.0,0.8859249992657706,0.0,1.4589919166040441,0.7727490787271826,53.99383206065394,60.46719612851345,0.8354694252904056,-3.1807981240630454,59.648932567996695,0.6724165434314199,-0.09725121328838782,-78.15027856706453,0.9456982353378746,2.4530675004018576,-8.824047741911528,0.02331329350823086,99.27180901551156,-61.144750794333014,0.0842554044080921,56.395363239788594,-50.60119227732842,0.41491534629724536,-50.36092328077557,85.17799189207653,0.48955743566965904,-76.45652681786841,-48.82108415297073
47,56.194140002485796,-56.40940002855621,-80.71317968903308,-13.90156298402249,-13.66876529226839,36.26004399620976,71.03556324157125,99.56846044934323,-401.5671732017014,310.46763305177655,-268.1845365747971,358.30334817915923,1.8857922747735714,0.0,1.3357396350552273,0.0,0.0,1.8857922747735714,0.0,1.3357396350552273,1.3357396350552273,0.0,1.4980093769240412,0.0,0.0,1.3357396350552273,0.0,1.4980093769240412,0.8500121769061463,17.174448868182267,13.026599128628135,0.6916223138264858,73.12538977997849,-79.92021675508134,0.13978320367291375,69.43401609457254,-37.92717102518894,0.4751183072717071,59.85677838931559,-84.60007372119081,0.25177816863417934,94.66822304286859,-99.7184175022863,0.4808098239359324,68.51894890098302,-52.589323752452,0.5078856917334204,17.503442357573306,-88.30687888085708,0.26390696940714475,91.8768031583385,-9.159933033112736
